datetime,date,amazon_price,amazon_discount,flipkart_price,flipkart_discount,day,month,year,weekend,dayofweek,weekofyear,quarter,is_month_start,is_month_end,amazon_price_lag_1,amazon_price_lag_2,amazon_price_lag_3,amazon_price_lag_7,amazon_price_lag_14,amazon_price_lag_30,amazon_price_roll_mean_3,amazon_price_roll_std_3,amazon_price_roll_mean_7,amazon_price_roll_std_7,amazon_price_roll_mean_14,amazon_price_roll_std_14,amazon_price_roll_mean_30,amazon_price_roll_std_30,amazon_price_change_1d,amazon_discount_change_1d
2024-05-11 19:26:37,2024-05-11,71290.0,20.7%,71999.0,9.89%,11,5,2024,1,5,19,2,False,False,71290.0,72500.0,72500.0,70500.0,70999.0,73100.0,71693.33333333333,698.5938257194624,71297.14285714286,894.4405008292313,71005.5,702.6203428266518,71800.86666666667,1067.0145503106949,0.0,0.0
2024-05-12 19:26:37,2024-05-12,71290.0,20.7%,71999.0,9.89%,12,5,2024,1,6,19,2,False,False,71290.0,71290.0,72500.0,70500.0,70999.0,73100.0,71290.0,0.0,71410.0,824.1763565320974,71026.28571428571,706.7057301387798,71740.53333333334,1041.9000459483354,0.0,0.0
2024-05-13 19:26:37,2024-05-13,71290.0,20.7%,71999.0,9.89%,13,5,2024,0,0,20,2,False,False,71290.0,71290.0,71290.0,70500.0,70999.0,73100.0,71290.0,0.0,71522.85714285714,727.1798100816272,71047.07142857143,710.1127174108135,71680.2,1012.4525157022114,0.0,0.0
2024-05-14 19:26:37,2024-05-14,71290.0,20.7%,71999.0,9.89%,14,5,2024,0,1,20,2,False,False,71290.0,71290.0,71290.0,70500.0,70999.0,73100.0,71290.0,0.0,71635.71428571429,590.4195441337724,71067.85714285714,712.8510317076027,71619.86666666667,978.2807485525383,0.0,0.0
2024-05-15 19:26:37,2024-05-15,71290.0,20.7%,71999.0,9.89%,15,5,2024,0,2,20,2,False,False,71290.0,71290.0,71290.0,72500.0,70500.0,73100.0,71290.0,0.0,71462.85714285714,457.33701234101784,71124.28571428571,695.4988722626996,71559.53333333334,938.8690457446539,0.0,0.0
2024-05-16 19:26:37,2024-05-16,71290.0,20.7%,71999.0,9.89%,16,5,2024,0,3,20,2,False,False,71290.0,71290.0,71290.0,72500.0,70500.0,73100.0,71290.0,0.0,71290.0,0.0,71180.71428571429,672.6236150125408,71499.2,893.5243045147811,0.0,0.0
2024-05-17 19:26:37,2024-05-17,71290.0,20.7%,71999.0,9.89%,17,5,2024,0,4,20,2,False,False,71290.0,71290.0,71290.0,71290.0,70500.0,71590.0,71290.0,0.0,71290.0,0.0,71237.14285714286,643.6366458399863,71489.2,894.1515878579913,0.0,0.0
2024-05-18 19:26:37,2024-05-18,71290.0,20.7%,71999.0,9.89%,18,5,2024,1,5,20,2,False,False,71290.0,71290.0,71290.0,71290.0,70500.0,71590.0,71290.0,0.0,71290.0,0.0,71293.57142857143,607.6639651201284,71479.2,894.6628106876843,0.0,0.0
2024-05-19 19:26:37,2024-05-19,71290.0,20.7%,71999.0,9.89%,19,5,2024,1,6,20,2,False,False,71290.0,71290.0,71290.0,71290.0,70500.0,71590.0,71290.0,0.0,71290.0,0.0,71350.0,563.368986885721,71469.2,895.058171871797,0.0,0.0
2024-05-20 19:26:37,2024-05-20,71290.0,20.7%,71999.0,9.89%,20,5,2024,0,0,21,2,False,False,71290.0,71290.0,71290.0,71290.0,70500.0,71590.0,71290.0,0.0,71290.0,0.0,71406.42857142857,508.58184641759294,71459.2,895.3378248960863,0.0,0.0
2024-05-21 19:26:37,2024-05-21,71290.0,20.7%,71999.0,9.89%,21,5,2024,0,1,21,2,False,False,71290.0,71290.0,71290.0,71290.0,70500.0,71590.0,71290.0,0.0,71290.0,0.0,71462.85714285714,439.395188717596,71449.2,895.5018781628002,0.0,0.0
2024-05-22 19:26:37,2024-05-22,71290.0,20.7%,71999.0,9.89%,22,5,2024,0,2,21,2,False,False,71290.0,71290.0,71290.0,71290.0,72500.0,73100.0,71290.0,0.0,71290.0,0.0,71376.42857142857,323.38610271407936,71388.86666666667,839.6794434878627,0.0,0.0
2024-05-23 19:26:37,2024-05-23,71290.0,20.7%,70999.0,11.14%,23,5,2024,0,3,21,2,False,False,71290.0,71290.0,71290.0,71290.0,72500.0,73100.0,71290.0,0.0,71290.0,0.0,71290.0,0.0,71328.53333333334,775.0279075434988,0.0,0.0
2024-05-24 19:26:37,2024-05-24,70999.0,21.02%,70999.0,11.14%,24,5,2024,0,4,21,2,False,False,71290.0,71290.0,71290.0,71290.0,71290.0,73100.0,71193.0,168.00892833423583,71248.42857142857,109.98766164490605,71269.21428571429,77.77302139662832,71258.5,700.805878478719,-291.0,0.3200000000000003
2024-05-25 19:26:37,2024-05-25,70999.0,21.02%,70999.0,11.14%,25,5,2024,1,5,21,2,False,False,70999.0,71290.0,71290.0,71290.0,71290.0,73100.0,71096.0,168.00892833423583,71206.85714285714,141.99346061338304,71248.42857142857,105.67272720404544,71188.46666666666,609.460345423438,0.0,0.0
2024-05-26 19:26:37,2024-05-26,70999.0,21.02%,70999.0,11.14%,26,5,2024,1,6,21,2,False,False,70999.0,70999.0,71290.0,71290.0,71290.0,73100.0,70999.0,0.0,71165.28571428571,155.54604279243387,71227.64285714286,123.91225626531288,71118.43333333333,491.5357133222749,0.0,0.0
2024-05-27 19:26:37,2024-05-27,70999.0,21.02%,70999.0,11.14%,27,5,2024,0,0,22,2,False,False,70999.0,70999.0,70999.0,71290.0,71290.0,70999.0,70999.0,0.0,71123.71428571429,155.54604279241084,71206.85714285714,136.4229042031423,71118.43333333333,491.5357133222749,0.0,0.0
2024-05-28 19:26:37,2024-05-28,72500.0,19.35%,64999.0,18.65%,28,5,2024,0,1,22,2,False,False,70999.0,70999.0,70999.0,71290.0,71290.0,70999.0,71499.33333333333,866.602754053641,71296.57142857143,548.1060898349193,71293.28571428571,372.38037388826666,71168.46666666666,551.6738000024761,1501.0,-1.6699999999999982
2024-05-29 19:26:37,2024-05-29,71499.0,20.47%,64999.0,18.65%,29,5,2024,0,2,22,2,False,False,72500.0,70999.0,70999.0,71290.0,71290.0,70999.0,71666.0,764.3081839153784,71326.42857142857,553.3557798084914,71308.21428571429,376.40611835368753,71185.13333333333,553.9256599775705,-1001.0,1.1199999999999974
2024-05-30 19:26:37,2024-05-30,71499.0,20.47%,64999.0,18.65%,30,5,2024,0,3,22,2,False,False,71499.0,72500.0,70999.0,71290.0,71290.0,70999.0,71832.66666666667,577.9276194588371,71356.28571428571,556.6910316879145,71323.14285714286,379.7577886258606,71201.8,555.6514908738424,0.0,0.0
2024-05-31 19:26:37,2024-05-31,71499.0,20.47%,64999.0,18.65%,31,5,2024,0,4,22,2,False,True,71499.0,71499.0,72500.0,70999.0,71290.0,70500.0,71499.0,0.0,71427.71428571429,534.8565895905504,71338.07142857143,382.4531070875311,71235.1,541.9074453357562,0.0,0.0
2024-06-01 19:26:37,2024-06-01,71499.0,20.47%,64999.0,18.65%,1,6,2024,1,5,22,2,True,False,71499.0,71499.0,71499.0,70999.0,71290.0,70500.0,71499.0,0.0,71499.14285714286,500.33336505809103,71353.0,384.5058767181568,71268.4,525.6277429302162,0.0,0.0
2024-06-02 19:26:37,2024-06-02,71499.0,20.47%,64999.0,18.65%,2,6,2024,1,6,22,2,False,False,71499.0,71499.0,71499.0,70999.0,71290.0,70500.0,71499.0,0.0,71570.57142857143,450.21174912202224,71367.92857142857,385.9263509423517,71301.7,506.5679754910364,0.0,0.0
2024-06-03 19:26:37,2024-06-03,71499.0,20.47%,64999.0,18.65%,3,6,2024,0,0,23,2,False,False,71499.0,71499.0,71499.0,70999.0,71290.0,70500.0,71499.0,0.0,71642.0,378.34243748211117,71382.85714285714,386.72149731240575,71335.0,484.4000911187436,0.0,0.0
2024-06-04 19:26:37,2024-06-04,72500.0,19.35%,70999.0,11.14%,4,6,2024,0,1,23,2,False,False,71499.0,71499.0,71499.0,72500.0,71290.0,70500.0,71832.66666666667,577.9276194588371,71642.0,378.34243748211117,71469.28571428571,486.6686486989025,71401.66666666667,502.7965471401716,1001.0,-1.1199999999999974
2024-06-05 19:26:37,2024-06-05,72500.0,19.35%,70999.0,11.14%,5,6,2024,0,2,23,2,False,False,72500.0,71499.0,71499.0,71499.0,71290.0,70500.0,72166.33333333333,577.9276194588371,71785.0,488.4379865106676,71555.71428571429,555.0227200577193,71468.33333333333,511.6345229335671,0.0,0.0
2024-06-06 19:26:37,2024-06-06,72500.0,19.35%,70999.0,11.14%,6,6,2024,0,3,23,2,False,False,72500.0,72500.0,71499.0,71499.0,71290.0,70500.0,72500.0,0.0,71928.0,535.0570063086291,71642.14285714286,602.6317739259296,71535.0,511.4098160966292,0.0,0.0
2024-06-07 19:26:37,2024-06-07,73100.0,18.69%,70999.0,11.14%,7,6,2024,0,4,23,2,False,False,72500.0,72500.0,72500.0,71499.0,70999.0,72500.0,72700.0,346.4101615138151,72156.71428571429,650.7799715945187,71792.21428571429,685.989479463162,71555.0,559.8848403758998,600.0,-0.6600000000000001
2024-06-08 19:26:37,2024-06-08,73100.0,18.69%,70999.0,11.14%,8,6,2024,1,5,23,2,False,False,73100.0,72500.0,72500.0,71499.0,70999.0,72500.0,72900.0,346.4101615138151,72385.42857142857,662.3337167780144,71942.28571428571,727.6608919177025,71575.0,603.8000354079228,0.0,0.0
2024-06-09 19:26:37,2024-06-09,73100.0,18.69%,71499.0,10.51%,9,6,2024,1,6,23,2,False,False,73100.0,73100.0,72500.0,71499.0,70999.0,71290.0,73100.0,0.0,72614.14285714286,576.020956960076,72092.35714285714,734.7730792714797,71635.33333333333,661.9682424580328,0.0,0.0
2024-06-10 19:26:37,2024-06-10,73100.0,18.69%,71499.0,10.51%,10,6,2024,0,0,24,2,False,False,73100.0,73100.0,73100.0,71499.0,70999.0,71290.0,73100.0,0.0,72842.85714285714,320.7134902950517,72242.42857142857,708.3677569744526,71695.66666666667,710.1395362318098,0.0,0.0
2024-06-11 19:26:37,2024-06-11,73100.0,18.69%,71499.0,10.51%,11,6,2024,0,1,24,2,False,False,73100.0,73100.0,73100.0,72500.0,72500.0,71290.0,73100.0,0.0,72928.57142857143,292.77002188473386,72285.28571428571,742.4789485306194,71756.0,750.242029913192,0.0,0.0
2024-06-12 19:26:37,2024-06-12,73100.0,18.69%,71499.0,10.51%,12,6,2024,0,2,24,2,False,False,73100.0,73100.0,73100.0,72500.0,71499.0,71290.0,73100.0,0.0,73014.28571428571,226.77868380578317,72399.64285714286,735.3179957985654,71816.33333333333,783.5156549866681,0.0,0.0
2024-06-13 19:26:37,2024-06-13,73100.0,18.69%,63999.0,19.9%,13,6,2024,0,3,24,2,False,False,73100.0,73100.0,73100.0,72500.0,71499.0,71290.0,73100.0,0.0,73100.0,0.0,72514.0,708.479411785029,71876.66666666667,810.8015758508933,0.0,0.0
2024-06-14 19:26:37,2024-06-14,73100.0,18.69%,65999.0,17.4%,14,6,2024,0,4,24,2,False,False,73100.0,73100.0,73100.0,73100.0,71499.0,71290.0,73100.0,0.0,73100.0,0.0,72628.35714285714,659.5654288584715,71937.0,832.688624173274,0.0,0.0
2024-06-15 19:26:37,2024-06-15,73100.0,18.69%,65999.0,17.4%,15,6,2024,1,5,24,2,False,False,73100.0,73100.0,73100.0,73100.0,71499.0,71290.0,73100.0,0.0,73100.0,0.0,72742.71428571429,583.0463009154713,71997.33333333333,849.5941559856986,0.0,0.0
2024-06-16 19:26:37,2024-06-16,73100.0,18.69%,66999.0,16.15%,16,6,2024,1,6,24,2,False,False,73100.0,73100.0,73100.0,73100.0,71499.0,71290.0,73100.0,0.0,73100.0,0.0,72857.07142857143,465.5022869128843,72057.66666666667,861.8113776080633,0.0,0.0
2024-06-17 19:26:37,2024-06-17,71999.0,19.91%,67999.0,14.89%,17,6,2024,0,0,25,2,False,False,73100.0,73100.0,73100.0,73100.0,71499.0,71290.0,72733.0,635.6626463777995,72942.71428571429,416.1388847832825,72892.78571428571,360.66950108269685,72081.3,849.6697187934134,-1101.0,1.2199999999999989
2024-06-17 19:26:37,2024-06-17,71999.0,19.91%,67999.0,14.89%,17,6,2024,0,0,25,2,False,False,71999.0,73100.0,73100.0,73100.0,72500.0,71290.0,72366.0,635.6626463777995,72785.42857142857,537.2329901582459,72857.0,422.23908648311067,72104.93333333333,836.6617135906852,0.0,0.0
2024-06-18 19:26:37,2024-06-18,71999.0,19.91%,67999.0,14.89%,18,6,2024,0,1,25,2,False,False,71999.0,71999.0,73100.0,73100.0,72500.0,71290.0,71999.0,0.0,72628.14285714286,588.5092546912149,72821.21428571429,473.0020618873556,72128.56666666667,822.7462709953649,0.0,0.0
2024-06-19 19:26:37,2024-06-19,71999.0,19.91%,67999.0,14.89%,19,6,2024,0,2,25,2,False,False,71999.0,71999.0,71999.0,73100.0,72500.0,71290.0,71999.0,0.0,72470.85714285714,588.5092546911992,72785.42857142857,516.1567612635093,72152.2,807.8765013164499,0.0,0.0
2024-06-20 19:26:37,2024-06-20,71999.0,19.91%,72999.0,8.64%,20,6,2024,0,3,25,2,False,False,71999.0,71999.0,71999.0,73100.0,73100.0,71290.0,71999.0,0.0,72313.57142857143,537.2329901581943,72706.78571428571,547.4669190670302,72175.83333333333,791.9986539231556,0.0,0.0
2024-06-21 19:26:37,2024-06-21,71999.0,19.91%,72999.0,8.64%,21,6,2024,0,4,25,2,False,False,71999.0,71999.0,71999.0,73100.0,73100.0,71290.0,71999.0,0.0,72156.28571428571,416.13888478317136,72628.14285714286,565.4214027055981,72199.46666666666,775.0507762379997,0.0,0.0
2024-06-22 19:26:37,2024-06-22,71999.0,19.91%,72999.0,8.64%,22,6,2024,1,5,25,2,False,False,71999.0,71999.0,71999.0,73100.0,73100.0,70999.0,71999.0,0.0,71999.0,0.0,72549.5,571.2808483508754,72232.8,742.4595844103297,0.0,0.0
2024-06-23 19:26:37,2024-06-23,71999.0,19.91%,72999.0,8.64%,23,6,2024,1,6,25,2,False,False,71999.0,71999.0,71999.0,71999.0,73100.0,70999.0,71999.0,0.0,71999.0,0.0,72470.85714285714,565.421402705572,72266.13333333333,706.7460029202011,0.0,0.0
2024-06-24 19:26:37,2024-06-24,71999.0,19.91%,71499.0,10.51%,24,6,2024,0,0,26,2,False,False,71999.0,71999.0,71999.0,71999.0,73100.0,70999.0,71999.0,0.0,71999.0,0.0,72392.21428571429,547.466919066976,72299.46666666666,667.4089752392381,0.0,0.0
2024-06-25 19:26:37,2024-06-25,71999.0,19.91%,69999.0,12.39%,25,6,2024,0,1,26,2,False,False,71999.0,71999.0,71999.0,71999.0,73100.0,70999.0,71999.0,0.0,71999.0,0.0,72313.57142857143,516.1567612634246,72332.8,623.7633503512255,0.0,0.0
2024-06-26 19:26:37,2024-06-26,71999.0,19.91%,69999.0,12.39%,26,6,2024,0,2,26,2,False,False,71999.0,71999.0,71999.0,71999.0,73100.0,72500.0,71999.0,0.0,71999.0,0.0,72234.92857142857,468.8226603027192,72316.1,625.8357364081431,0.0,0.0
2024-06-27 19:26:37,2024-06-27,71999.0,19.91%,69999.0,12.39%,27,6,2024,0,3,26,2,False,False,71999.0,71999.0,71999.0,71999.0,73100.0,71499.0,71999.0,0.0,71999.0,0.0,72156.28571428571,399.81330808115996,72332.76666666666,609.7768774149209,0.0,0.0
2024-06-28 19:26:37,2024-06-28,71999.0,19.91%,69999.0,12.39%,28,6,2024,0,4,26,2,False,False,71999.0,71999.0,71999.0,71999.0,73100.0,71499.0,71999.0,0.0,71999.0,0.0,72077.64285714286,294.25462734575973,72349.43333333333,592.7989531456528,0.0,0.0
2024-06-29 19:26:37,2024-06-29,71999.0,19.91%,69999.0,12.39%,29,6,2024,1,5,26,2,False,False,71999.0,71999.0,71999.0,71999.0,73100.0,71499.0,71999.0,0.0,71999.0,0.0,71999.0,0.0,72366.1,574.820532712249,0.0,0.0
2024-06-30 19:26:37,2024-06-30,71999.0,19.91%,64999.0,18.65%,30,6,2024,1,6,26,2,False,True,71999.0,71999.0,71999.0,71999.0,71999.0,71499.0,71999.0,0.0,71999.0,0.0,71999.0,0.0,72382.76666666666,555.7445259837724,0.0,0.0
2024-07-01 19:26:37,2024-07-01,71900.0,20.02%,64999.0,18.65%,1,7,2024,0,0,27,3,True,False,71999.0,71999.0,71999.0,71999.0,71999.0,71499.0,71966.0,57.157676650013286,71984.85714285714,37.41848282778616,71991.92857142857,26.458862951064553,72396.13333333333,538.3040887398423,-99.0,0.10999999999999943
2024-07-02 19:26:37,2024-07-02,71900.0,20.02%,64999.0,18.65%,2,7,2024,0,1,27,3,False,False,71900.0,71999.0,71999.0,71999.0,71999.0,71499.0,71933.0,57.157676650013286,71970.71428571429,48.30705361083595,71984.85714285714,35.95051544178819,72409.5,519.9239831704941,0.0,0.0
2024-07-03 19:26:37,2024-07-03,71900.0,20.02%,64999.0,18.65%,3,7,2024,0,2,27,3,False,False,71900.0,71900.0,71999.0,71999.0,71999.0,72500.0,71900.0,0.0,71956.57142857143,52.91772589853774,71977.78571428571,42.15571605006978,72389.5,527.8031078817772,0.0,0.0
2024-07-04 19:26:37,2024-07-04,71900.0,20.02%,64999.0,18.65%,4,7,2024,0,3,27,3,False,False,71900.0,71900.0,71900.0,71999.0,71999.0,72500.0,71900.0,0.0,71942.42857142857,52.917725898522015,71970.71428571429,46.41191586386836,72369.5,534.7931440253857,0.0,0.0
2024-07-05 19:26:37,2024-07-05,71900.0,20.02%,64999.0,18.65%,5,7,2024,0,4,27,3,False,False,71900.0,71900.0,71900.0,71999.0,71999.0,72500.0,71900.0,0.0,71928.28571428571,48.30705361078429,71963.64285714286,49.22727065268097,72349.5,540.9285598824993,0.0,0.0
2024-07-06 19:26:37,2024-07-06,71900.0,20.02%,64999.0,18.65%,6,7,2024,1,5,27,3,False,False,71900.0,71900.0,71900.0,71999.0,71999.0,73100.0,71900.0,0.0,71914.14285714286,37.41848282767501,71956.57142857143,50.841706511157156,72309.5,527.724702917121,0.0,0.0
2024-07-07 19:26:37,2024-07-07,71900.0,20.02%,70999.0,11.14%,7,7,2024,1,6,27,3,False,False,71900.0,71900.0,71900.0,71999.0,71999.0,73100.0,71900.0,0.0,71900.0,0.0,71949.5,51.368577645461436,72269.5,510.95271054549323,0.0,0.0
2024-07-08 19:26:37,2024-07-08,70999.0,21.02%,70999.0,11.14%,8,7,2024,0,0,28,3,False,False,71900.0,71900.0,71900.0,71900.0,71999.0,73100.0,71599.66666666667,520.1925925398813,71771.28571428571,340.5459901812637,71878.07142857143,257.78269449771267,72199.46666666666,536.540883381887,-901.0,1.0
2024-07-09 19:26:37,2024-07-09,70999.0,21.02%,70999.0,11.14%,9,7,2024,0,1,28,3,False,False,70999.0,71900.0,71900.0,71900.0,71999.0,73100.0,71299.33333333333,520.1925925398813,71642.57142857143,439.64298286326164,71806.64285714286,345.363711768729,72129.43333333333,551.8441611187867,0.0,0.0
2024-07-10 19:26:37,2024-07-10,70999.0,21.02%,70999.0,11.14%,10,7,2024,0,2,28,3,False,False,70999.0,70999.0,71900.0,71900.0,71999.0,73100.0,70999.0,0.0,71513.85714285714,481.60475792613084,71735.21428571429,401.38666923782705,72059.4,557.7098244390459,0.0,0.0
2024-07-11 19:26:37,2024-07-11,70999.0,21.02%,70999.0,11.14%,11,7,2024,0,3,28,3,False,False,70999.0,70999.0,70999.0,71900.0,71999.0,73100.0,70999.0,0.0,71385.14285714286,481.6047579261224,71663.78571428571,438.12944672549503,71989.36666666667,554.4374896099811,0.0,0.0
2024-07-12 19:26:37,2024-07-12,70999.0,21.02%,70999.0,11.14%,12,7,2024,0,4,28,3,False,False,70999.0,70999.0,70999.0,71900.0,71999.0,73100.0,70999.0,0.0,71256.42857142857,439.642982863231,71592.35714285714,460.23315280967006,71919.33333333333,541.8616271599776,0.0,0.0
2024-07-13 19:26:37,2024-07-13,70999.0,21.02%,70999.0,11.14%,13,7,2024,1,5,28,3,False,False,70999.0,70999.0,70999.0,71900.0,71999.0,73100.0,70999.0,0.0,71127.71428571429,340.545990181191,71520.92857142857,469.76875887319125,71849.3,519.3067759871346,0.0,0.0
2024-07-14 19:26:37,2024-07-14,70999.0,21.02%,70999.0,11.14%,14,7,2024,1,6,28,3,False,False,70999.0,70999.0,70999.0,71900.0,71999.0,73100.0,70999.0,0.0,70999.0,0.0,71449.5,467.5059440182305,71779.26666666666,485.3838106880963,0.0,0.0
2024-07-15 19:26:37,2024-07-15,70999.0,21.02%,70999.0,11.14%,15,7,2024,0,0,29,3,False,False,70999.0,70999.0,70999.0,70999.0,71900.0,73100.0,70999.0,0.0,70999.0,0.0,71385.14285714286,462.71088450287175,71709.23333333334,437.45602209170215,0.0,0.0
2024-07-16 19:26:37,2024-07-16,70999.0,21.02%,70999.0,11.14%,16,7,2024,0,1,29,3,False,False,70999.0,70999.0,70999.0,70999.0,71900.0,71999.0,70999.0,0.0,70999.0,0.0,71320.78571428571,448.0178874471332,71675.9,452.45684496054264,0.0,0.0
2024-07-17 19:26:37,2024-07-17,70790.0,21.26%,70999.0,11.14%,17,7,2024,0,2,29,3,False,False,70999.0,70999.0,70999.0,70999.0,71900.0,71999.0,70929.33333333333,120.66620626074352,70969.14285714286,78.99457485830514,71241.5,435.67785381833914,71635.6,475.92020484449984,-209.0,0.240000000000002
2024-07-18 19:26:37,2024-07-18,70790.0,21.26%,70999.0,11.14%,18,7,2024,0,3,29,3,False,False,70790.0,70999.0,70999.0,70999.0,71900.0,71999.0,70859.66666666667,120.66620626074352,70939.28571428571,101.98155762262297,71162.21428571429,406.65808328786034,71595.3,494.89665587869547,0.0,0.0
2024-07-19 19:26:37,2024-07-19,70900.0,21.13%,64999.0,18.65%,19,7,2024,0,4,29,3,False,False,70790.0,70790.0,70999.0,70999.0,71900.0,71999.0,70826.66666666667,63.50852961107304,70925.14285714286,99.14539587750069,71090.78571428571,351.13227368960565,71558.66666666667,504.5642253184187,110.0,-0.13000000000000256
2024-07-20 19:26:37,2024-07-20,70900.0,21.13%,64999.0,18.65%,20,7,2024,1,5,29,3,False,False,70900.0,70790.0,70790.0,70999.0,71900.0,71999.0,70863.33333333333,63.50852961107304,70911.0,93.76922025143452,71019.35714285714,265.00554628252047,71522.03333333334,511.3422150766041,0.0,0.0
2024-07-21 19:26:37,2024-07-21,70900.0,21.13%,65499.0,18.02%,21,7,2024,1,6,29,3,False,False,70900.0,70900.0,70790.0,70999.0,71900.0,71999.0,70900.0,0.0,70896.85714285714,85.37452502768896,70947.92857142857,78.56840653564558,71485.4,515.344651999738,0.0,0.0
2024-07-22 19:26:37,2024-07-22,70900.0,21.13%,65499.0,18.02%,22,7,2024,0,0,30,3,False,False,70900.0,70900.0,70900.0,70999.0,70999.0,71999.0,70900.0,0.0,70882.71428571429,72.92625107004116,70940.85714285714,78.07181816292446,71448.76666666666,516.6360476651092,0.0,0.0
2024-07-23 19:26:37,2024-07-23,70900.0,21.13%,65499.0,18.02%,23,7,2024,0,1,30,3,False,False,70900.0,70900.0,70900.0,70999.0,70999.0,71999.0,70900.0,0.0,70868.57142857143,53.67450401115613,70933.78571428571,76.87470182235398,71412.13333333333,515.2367874349918,0.0,0.0
2024-07-24 19:26:37,2024-07-24,70900.0,21.13%,65499.0,18.02%,24,7,2024,0,2,30,3,False,False,70900.0,70900.0,70900.0,70790.0,70999.0,71999.0,70900.0,0.0,70884.28571428571,41.576092029722396,70926.71428571429,74.9434951986078,71375.5,511.1247738885761,0.0,0.0
2024-07-25 19:26:37,2024-07-25,70900.0,21.13%,65999.0,17.4%,25,7,2024,0,3,30,3,False,False,70900.0,70900.0,70900.0,70790.0,70999.0,71999.0,70900.0,0.0,70900.0,0.0,70919.64285714286,72.21933167918748,71338.86666666667,504.2336440738332,0.0,0.0
2024-07-26 19:26:37,2024-07-26,70900.0,21.13%,71999.0,9.89%,26,7,2024,0,4,30,3,False,False,70900.0,70900.0,70900.0,70900.0,70999.0,71999.0,70900.0,0.0,70900.0,0.0,70912.57142857143,68.60782001412127,71302.23333333334,494.4472136905185,0.0,0.0
2024-07-27 19:26:37,2024-07-27,70900.0,21.13%,71999.0,9.89%,27,7,2024,1,5,30,3,False,False,70900.0,70900.0,70900.0,70900.0,70999.0,71999.0,70900.0,0.0,70900.0,0.0,70905.5,63.95882088725878,71265.6,481.58900777911066,0.0,0.0
2024-07-28 19:26:37,2024-07-28,70900.0,21.13%,71999.0,9.89%,28,7,2024,1,6,30,3,False,False,70900.0,70900.0,70900.0,70900.0,70999.0,71999.0,70900.0,0.0,70900.0,0.0,70898.42857142857,58.023488991818375,71228.96666666666,465.40449469040504,0.0,0.0
2024-07-29 19:26:37,2024-07-29,70900.0,21.13%,65499.0,18.02%,29,7,2024,0,0,31,3,False,False,70900.0,70900.0,70900.0,70900.0,70999.0,71999.0,70900.0,0.0,70900.0,0.0,70891.35714285714,50.348947194312906,71192.33333333333,445.5313242852914,0.0,0.0
2024-07-30 19:26:37,2024-07-30,70900.0,21.13%,68999.0,13.64%,30,7,2024,0,1,31,3,False,False,70900.0,70900.0,70900.0,70900.0,70999.0,71999.0,70900.0,0.0,70900.0,0.0,70884.28571428571,39.94501715689426,71155.7,421.448008819346,0.0,0.0
2024-07-31 19:26:37,2024-07-31,70900.0,21.13%,65999.0,17.4%,31,7,2024,0,2,31,3,False,True,70900.0,70900.0,70900.0,70900.0,70790.0,71900.0,70900.0,0.0,70900.0,0.0,70892.14285714286,29.398736611369696,71122.36666666667,399.5256224428688,0.0,0.0
2024-08-01 19:26:37,2024-08-01,70900.0,21.13%,65999.0,17.4%,1,8,2024,0,3,31,3,True,False,70900.0,70900.0,70900.0,70900.0,70790.0,71900.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,71089.03333333334,373.26153199093363,0.0,0.0
2024-08-02 19:26:37,2024-08-02,70900.0,21.13%,65999.0,17.4%,2,8,2024,0,4,31,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,71900.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,71055.7,341.655921894181,0.0,0.0
2024-08-03 19:26:37,2024-08-03,70900.0,21.13%,65999.0,17.4%,3,8,2024,1,5,31,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,71900.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,71022.36666666667,303.0421028368739,0.0,0.0
2024-08-04 19:26:37,2024-08-04,70900.0,21.13%,65999.0,17.4%,4,8,2024,1,6,31,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,71900.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70989.03333333334,254.2467554237683,0.0,0.0
2024-08-05 19:26:37,2024-08-05,70900.0,21.13%,71999.0,9.89%,5,8,2024,0,0,32,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,71900.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70955.7,187.4818887800081,0.0,0.0
2024-08-06 19:26:37,2024-08-06,70900.0,21.13%,65499.0,18.02%,6,8,2024,0,1,32,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,71900.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70922.36666666667,57.95389566554596,0.0,0.0
2024-08-07 19:26:37,2024-08-07,70900.0,21.13%,65499.0,18.02%,7,8,2024,0,2,32,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,70999.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70919.06666666667,56.23284923563194,0.0,0.0
2024-08-08 19:26:37,2024-08-08,70900.0,21.13%,65499.0,18.02%,8,8,2024,0,3,32,3,False,False,70900.0,70900.0,70900.0,70900.0,70900.0,70999.0,70900.0,0.0,70900.0,0.0,70900.0,0.0,70915.76666666666,54.25017611970366,0.0,0.0
