datetime,date,amazon_price,amazon_discount,flipkart_price,flipkart_discount,day,month,year,weekend,dayofweek,weekofyear,quarter,is_month_start,is_month_end,flipkart_price_lag_1,flipkart_price_lag_2,flipkart_price_lag_3,flipkart_price_lag_7,flipkart_price_lag_14,flipkart_price_lag_30,flipkart_price_roll_mean_3,flipkart_price_roll_std_3,flipkart_price_roll_mean_7,flipkart_price_roll_std_7,flipkart_price_roll_mean_14,flipkart_price_roll_std_14,flipkart_price_roll_mean_30,flipkart_price_roll_std_30,flipkart_price_change_1d,flipkart_discount_change_1d
2025-02-07 19:26:37,2025-02-07,60999.0,32.15%,59999.0,24.91%,7,2,2025,0,4,6,1,False,False,59999.0,59999.0,59999.0,59999.0,59999.0,58999.0,59999.0,0.0,59999.0,0.0,59999.0,0.0,59499.0,508.547627715113,0.0,0.0
2025-02-08 19:26:37,2025-02-08,60999.0,32.15%,59999.0,24.91%,8,2,2025,1,5,6,1,False,False,59999.0,59999.0,59999.0,59999.0,59999.0,58999.0,59999.0,0.0,59999.0,0.0,59999.0,0.0,59532.333333333336,507.4162634044274,0.0,0.0
2025-02-09 19:26:37,2025-02-09,60999.0,32.15%,59999.0,24.91%,9,2,2025,1,6,6,1,False,False,59999.0,59999.0,59999.0,59999.0,59999.0,58999.0,59999.0,0.0,59999.0,0.0,59999.0,0.0,59565.666666666664,504.00693299322853,0.0,0.0
2025-02-10 19:26:37,2025-02-10,61499.0,31.59%,59999.0,24.91%,10,2,2025,0,0,7,1,False,False,59999.0,59999.0,59999.0,59999.0,59999.0,58999.0,59999.0,0.0,59999.0,0.0,59999.0,0.0,59599.0,498.27287912193026,0.0,0.0
2025-02-11 19:26:37,2025-02-11,61499.0,31.59%,64999.0,18.65%,11,2,2025,0,1,7,1,False,False,59999.0,59999.0,59999.0,59999.0,59999.0,58999.0,61665.666666666664,2886.7513459481893,60713.28571428572,1889.8223650462526,60356.142857142855,1336.3062095614316,59799.0,1095.4451150100965,5000.0,-6.260000000000002
2025-02-12 19:26:37,2025-02-12,61499.0,31.59%,64999.0,18.65%,12,2,2025,0,2,7,1,False,False,64999.0,59999.0,59999.0,59999.0,59999.0,58999.0,63332.333333333336,2886.751345948173,61427.57142857143,2439.7501823714138,60713.28571428572,1815.6825980059139,59999.0,1438.3899044559698,0.0,0.0
2025-02-13 19:26:37,2025-02-13,61499.0,31.59%,64999.0,18.65%,13,2,2025,0,3,7,1,False,False,64999.0,64999.0,59999.0,59999.0,59999.0,58999.0,64999.0,0.0,62141.857142857145,2672.6124191243084,61070.42857142857,2129.0765681311923,60199.0,1689.72554392498,0.0,0.0
2025-02-14 19:26:37,2025-02-14,61999.0,31.04%,64999.0,18.65%,14,2,2025,0,4,7,1,False,False,64999.0,64999.0,64999.0,59999.0,59999.0,58999.0,64999.0,0.0,62856.142857142855,2672.6124191242984,61427.57142857143,2344.0361546921185,60399.0,1886.4306744894257,0.0,0.0
2025-02-15 19:26:37,2025-02-15,61999.0,31.04%,64999.0,18.65%,15,2,2025,1,5,7,1,False,False,64999.0,64999.0,64999.0,59999.0,59999.0,58999.0,64999.0,0.0,63570.42857142857,2439.7501823713815,61784.71428571428,2486.225790493908,60599.0,2044.336162383045,0.0,0.0
2025-02-16 19:26:37,2025-02-16,61999.0,31.04%,64999.0,18.65%,16,2,2025,1,6,7,1,False,False,64999.0,64999.0,64999.0,59999.0,59999.0,58999.0,64999.0,0.0,64284.71428571428,1889.8223650461857,62141.857142857145,2567.7629550651727,60799.0,2171.9211264016435,0.0,0.0
2025-02-17 19:26:37,2025-02-17,61499.0,31.59%,64999.0,18.65%,17,2,2025,0,0,8,1,False,False,64999.0,64999.0,64999.0,59999.0,59999.0,58999.0,64999.0,0.0,64999.0,0.0,62499.0,2594.372608313564,60999.0,2274.2941307365854,0.0,0.0
2025-02-18 19:26:37,2025-02-18,61499.0,31.59%,64999.0,18.65%,18,2,2025,0,1,8,1,False,False,64999.0,64999.0,64999.0,64999.0,59999.0,58999.0,64999.0,0.0,64999.0,0.0,62856.142857142855,2567.762955065196,61199.0,2354.745758294581,0.0,0.0
2025-02-19 19:26:37,2025-02-19,61499.0,31.59%,64999.0,18.65%,19,2,2025,0,2,8,1,False,False,64999.0,64999.0,64999.0,64999.0,59999.0,58999.0,64999.0,0.0,64999.0,0.0,63213.28571428572,2486.225790493955,61399.0,2415.4673996185716,0.0,0.0
2025-02-20 19:26:37,2025-02-20,61499.0,31.59%,64999.0,18.65%,20,2,2025,0,3,8,1,False,False,64999.0,64999.0,64999.0,64999.0,59999.0,58999.0,64999.0,0.0,64999.0,0.0,63570.42857142857,2344.036154692193,61599.0,2457.9217461799376,0.0,0.0
2025-02-21 19:26:37,2025-02-21,61499.0,31.59%,64999.0,18.65%,21,2,2025,0,4,8,1,False,False,64999.0,64999.0,64999.0,64999.0,59999.0,58999.0,64999.0,0.0,64999.0,0.0,63927.57142857143,2129.0765681313005,61799.0,2483.0459603838804,0.0,0.0
2025-02-22 19:26:37,2025-02-22,61499.0,31.59%,64999.0,18.65%,22,2,2025,1,5,8,1,False,False,64999.0,64999.0,64999.0,64999.0,59999.0,58999.0,64999.0,0.0,64999.0,0.0,64284.71428571428,1815.6825980060694,61999.0,2491.364395612076,0.0,0.0
2025-02-23 19:26:37,2025-02-23,61499.0,31.59%,64999.0,18.65%,23,2,2025,1,6,8,1,False,False,64999.0,64999.0,64999.0,64999.0,59999.0,59999.0,64999.0,0.0,64999.0,0.0,64641.857142857145,1336.3062095616804,62165.666666666664,2520.034664968531,0.0,0.0
2025-02-24 19:26:37,2025-02-24,61499.0,31.59%,64999.0,18.65%,24,2,2025,0,0,9,1,False,False,64999.0,64999.0,64999.0,64999.0,59999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,62332.333333333336,2537.081317024501,0.0,0.0
2025-02-25 19:26:37,2025-02-25,61999.0,31.04%,64999.0,18.65%,25,2,2025,0,1,9,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,62499.0,2542.738138577915,0.0,0.0
2025-02-26 19:26:37,2025-02-26,61999.0,31.04%,64999.0,18.65%,26,2,2025,0,2,9,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,62665.666666666664,2537.081317024499,0.0,0.0
2025-02-27 19:26:37,2025-02-27,61999.0,31.04%,64999.0,18.65%,27,2,2025,0,3,9,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,62832.333333333336,2520.034664968527,0.0,0.0
2025-02-28 19:26:37,2025-02-28,61999.0,31.04%,64999.0,18.65%,28,2,2025,0,4,9,1,False,True,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,62999.0,2491.3643956120695,0.0,0.0
2025-03-01 19:26:37,2025-03-01,71499.0,20.47%,64999.0,18.65%,1,3,2025,1,5,9,1,True,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,63165.666666666664,2450.662589267672,0.0,0.0
2025-03-02 19:26:37,2025-03-02,61999.0,31.04%,64999.0,18.65%,2,3,2025,1,6,9,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,63332.333333333336,2397.316507426783,0.0,0.0
2025-03-03 19:26:37,2025-03-03,61999.0,31.04%,64999.0,18.65%,3,3,2025,0,0,10,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,63499.0,2330.4579984968523,0.0,0.0
2025-03-04 19:26:37,2025-03-04,61999.0,31.04%,64999.0,18.65%,4,3,2025,0,1,10,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,63665.666666666664,2248.8822255438686,0.0,0.0
2025-03-05 19:26:37,2025-03-05,62400.0,30.59%,64999.0,18.65%,5,3,2025,0,2,10,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,63832.333333333336,2150.9153357602236,0.0,0.0
2025-03-06 19:26:37,2025-03-06,61999.0,31.04%,64999.0,18.65%,6,3,2025,0,3,10,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,63999.0,2034.190510862262,0.0,0.0
2025-03-07 19:26:37,2025-03-07,61999.0,31.04%,64999.0,18.65%,7,3,2025,0,4,10,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64165.666666666664,1895.2451089470746,0.0,0.0
2025-03-08 19:26:37,2025-03-08,61999.0,31.04%,64999.0,18.65%,8,3,2025,1,5,10,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64332.333333333336,1728.729518208598,0.0,0.0
2025-03-09 19:26:37,2025-03-09,61999.0,31.04%,64999.0,18.65%,9,3,2025,1,6,10,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64499.0,1525.6428831465894,0.0,0.0
2025-03-10 19:26:37,2025-03-10,61499.0,31.59%,64999.0,18.65%,10,3,2025,0,0,11,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64665.666666666664,1268.540658512028,0.0,0.0
2025-03-11 19:26:37,2025-03-11,61499.0,31.59%,64999.0,18.65%,11,3,2025,0,1,11,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64832.333333333336,912.8709291748783,0.0,0.0
2025-03-12 19:26:37,2025-03-12,61900.0,31.15%,64999.0,18.65%,12,3,2025,0,2,11,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,59999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-13 19:26:37,2025-03-13,61900.0,31.15%,64999.0,18.65%,13,3,2025,0,3,11,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-14 19:26:37,2025-03-14,61900.0,31.15%,64999.0,18.65%,14,3,2025,0,4,11,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-15 19:26:37,2025-03-15,61900.0,31.15%,64999.0,18.65%,15,3,2025,1,5,11,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-16 19:26:37,2025-03-16,61900.0,31.15%,64999.0,18.65%,16,3,2025,1,6,11,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-17 19:26:37,2025-03-17,61900.0,31.15%,64999.0,18.65%,17,3,2025,0,0,12,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-18 19:26:37,2025-03-18,61900.0,31.15%,64999.0,18.65%,18,3,2025,0,1,12,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-19 19:26:37,2025-03-19,61900.0,31.15%,64999.0,18.65%,19,3,2025,0,2,12,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-20 19:26:37,2025-03-20,61900.0,31.15%,64999.0,18.65%,20,3,2025,0,3,12,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-21 19:26:37,2025-03-21,61900.0,31.15%,64999.0,18.65%,21,3,2025,0,4,12,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-22 19:26:37,2025-03-22,61900.0,31.15%,64999.0,18.65%,22,3,2025,1,5,12,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-23 19:26:37,2025-03-23,61900.0,31.15%,64999.0,18.65%,23,3,2025,1,6,12,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-24 19:26:37,2025-03-24,61900.0,31.15%,64999.0,18.65%,24,3,2025,0,0,13,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-25 19:26:37,2025-03-25,61900.0,31.15%,64999.0,18.65%,25,3,2025,0,1,13,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-26 19:26:37,2025-03-26,61900.0,31.15%,64999.0,18.65%,26,3,2025,0,2,13,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-27 19:26:37,2025-03-27,61900.0,31.15%,64999.0,18.65%,27,3,2025,0,3,13,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-28 19:26:37,2025-03-28,61900.0,31.15%,64999.0,18.65%,28,3,2025,0,4,13,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-29 19:26:37,2025-03-29,61400.0,31.7%,64999.0,18.65%,29,3,2025,1,5,13,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-30 19:26:37,2025-03-30,61400.0,31.7%,64999.0,18.65%,30,3,2025,1,6,13,1,False,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-03-31 19:26:37,2025-03-31,61400.0,31.7%,64999.0,18.65%,31,3,2025,0,0,14,1,False,True,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,64999.0,0.0,0.0,0.0
2025-04-01 19:26:37,2025-04-01,61400.0,31.7%,69900.0,12.52%,1,4,2025,0,1,14,2,True,False,64999.0,64999.0,64999.0,64999.0,64999.0,64999.0,66632.66666666667,2829.5936692983682,65699.14285714286,1852.4038822182504,65349.07142857143,1309.8473466123728,65162.36666666667,894.7960847771939,4901.0,-6.129999999999999
2025-04-02 19:26:37,2025-04-02,61400.0,31.7%,64400.0,19.4%,2,4,2025,0,2,14,2,False,False,69900.0,64999.0,64999.0,64999.0,64999.0,64999.0,66433.0,3017.410644907331,65613.57142857143,1903.2741838862128,65306.28571428572,1331.7616689393187,65142.4,905.1899248220024,-5500.0,6.879999999999999
2025-04-03 19:26:37,2025-04-03,61400.0,31.7%,64400.0,19.4%,3,4,2025,0,3,14,2,False,False,64400.0,69900.0,64999.0,64999.0,64999.0,64999.0,66233.33333333333,3175.4264805429575,65528.0,1948.4402308855797,65263.5,1351.8636566432053,65122.433333333334,915.0151565853279,0.0,0.0
2025-04-04 19:26:37,2025-04-04,61790.0,31.27%,64400.0,19.4%,4,4,2025,0,4,14,2,False,False,64400.0,64400.0,69900.0,64999.0,64999.0,64999.0,64400.0,0.0,65442.42857142857,1988.2907950585127,65220.71428571428,1370.2330755450214,65102.46666666667,924.2899132184795,0.0,0.0
2025-04-05 19:26:37,2025-04-05,61790.0,31.27%,64400.0,19.4%,5,4,2025,1,5,14,2,False,False,64400.0,64400.0,64400.0,64999.0,64999.0,64999.0,64400.0,0.0,65356.857142857145,2023.1400041002137,65177.92857142857,1386.9387687820004,65082.5,933.0306107995168,0.0,0.0
2025-04-06 19:26:37,2025-04-06,61790.0,31.27%,64400.0,19.4%,6,4,2025,1,6,14,2,False,False,64400.0,64400.0,64400.0,64999.0,64999.0,64999.0,64400.0,0.0,65271.28571428572,2053.2425343251707,65135.142857142855,1402.0402088569447,65062.53333333333,941.2521276551553,0.0,0.0
2025-04-07 19:26:37,2025-04-07,61790.0,31.27%,64400.0,19.4%,7,4,2025,0,0,15,2,False,False,64400.0,64400.0,64400.0,64999.0,64999.0,64999.0,64400.0,0.0,65185.71428571428,2078.804601550787,65092.357142857145,1415.5887390131536,65042.566666666666,948.9679578661951,0.0,0.0
2025-04-08 19:26:37,2025-04-08,61790.0,31.27%,64400.0,19.4%,8,4,2025,0,1,15,2,False,False,64400.0,64400.0,64400.0,69900.0,64999.0,64999.0,64400.0,0.0,64400.0,0.0,65049.57142857143,1427.6285723738538,65022.6,956.190343191699,0.0,0.0
2025-04-09 19:26:37,2025-04-09,61400.0,31.7%,64400.0,19.4%,9,4,2025,0,2,15,2,False,False,64400.0,64400.0,64400.0,64400.0,64999.0,64999.0,64400.0,0.0,64400.0,0.0,65006.78571428572,1438.19759948475,65002.63333333333,962.9303868319475,0.0,0.0
2025-04-10 19:26:37,2025-04-10,61400.0,31.7%,64400.0,19.4%,10,4,2025,0,3,15,2,False,False,64400.0,64400.0,64400.0,64400.0,64999.0,64999.0,64400.0,0.0,64400.0,0.0,64964.0,1447.3280421305044,64982.666666666664,969.1981518092838,0.0,0.0
2025-04-11 19:26:37,2025-04-11,61400.0,31.7%,64400.0,19.4%,11,4,2025,0,4,15,2,False,False,64400.0,64400.0,64400.0,64400.0,64999.0,64999.0,64400.0,0.0,64400.0,0.0,64921.21428571428,1455.0469819834248,64962.7,975.0027462380203,0.0,0.0
2025-04-12 19:26:37,2025-04-12,61400.0,31.7%,64400.0,19.4%,12,4,2025,1,5,15,2,False,False,64400.0,64400.0,64400.0,64400.0,64999.0,64999.0,64400.0,0.0,64400.0,0.0,64878.42857142857,1461.3767857362993,64942.73333333333,980.3523973489196,0.0,0.0
2025-04-13 19:26:37,2025-04-13,61400.0,31.7%,64400.0,19.4%,13,4,2025,1,6,15,2,False,False,64400.0,64400.0,64400.0,64400.0,64999.0,64999.0,64400.0,0.0,64400.0,0.0,64835.642857142855,1466.3354431599118,64922.76666666667,985.2545158073668,0.0,0.0
2025-04-14 19:26:37,2025-04-14,61390.0,31.71%,64400.0,19.4%,14,4,2025,0,0,16,2,False,False,64400.0,64400.0,64400.0,64400.0,64999.0,64999.0,64400.0,0.0,64400.0,0.0,64792.857142857145,1469.9368305179387,64902.8,989.7157515998148,0.0,0.0
2025-04-15 19:26:37,2025-04-15,61390.0,31.71%,64400.0,19.4%,15,4,2025,0,1,16,2,False,False,64400.0,64400.0,64400.0,64400.0,69900.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64882.833333333336,993.742042547112,0.0,0.0
2025-04-16 19:26:37,2025-04-16,61390.0,31.71%,64400.0,19.4%,16,4,2025,0,2,16,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64862.86666666667,997.3386563257079,0.0,0.0
2025-04-17 19:26:37,2025-04-17,61390.0,31.71%,64400.0,19.4%,17,4,2025,0,3,16,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64842.9,1000.5102267305285,0.0,0.0
2025-04-18 19:26:37,2025-04-18,61390.0,31.71%,64400.0,19.4%,18,4,2025,0,4,16,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64822.933333333334,1003.2607847903362,0.0,0.0
2025-04-19 19:26:37,2025-04-19,61390.0,31.71%,64400.0,19.4%,19,4,2025,1,5,16,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64802.96666666667,1005.5937852427347,0.0,0.0
2025-04-20 19:26:37,2025-04-20,61390.0,31.71%,64400.0,19.4%,20,4,2025,1,6,16,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64783.0,1007.5121287877599,0.0,0.0
2025-04-21 19:26:37,2025-04-21,61390.0,31.71%,64400.0,19.4%,21,4,2025,0,0,17,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64763.03333333333,1009.0181804630772,0.0,0.0
2025-04-22 19:26:37,2025-04-22,61390.0,31.71%,64400.0,19.4%,22,4,2025,0,1,17,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64743.066666666666,1010.1137844176451,0.0,0.0
2025-04-23 19:26:37,2025-04-23,61390.0,31.71%,64400.0,19.4%,23,4,2025,0,2,17,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64723.1,1010.8002753021971,0.0,0.0
2025-04-24 19:26:37,2025-04-24,61390.0,31.71%,64400.0,19.4%,24,4,2025,0,3,17,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64703.13333333333,1011.0784864422744,0.0,0.0
2025-04-25 19:26:37,2025-04-25,61390.0,31.71%,64400.0,19.4%,25,4,2025,0,4,17,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64683.166666666664,1010.948754911319,0.0,0.0
2025-04-26 19:26:37,2025-04-26,61390.0,31.71%,64400.0,19.4%,26,4,2025,1,5,17,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64663.2,1010.4109235761631,0.0,0.0
2025-04-27 19:26:37,2025-04-27,61390.0,31.71%,64400.0,19.4%,27,4,2025,1,6,17,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64643.23333333333,1009.4643401439527,0.0,0.0
2025-04-28 19:26:37,2025-04-28,61390.0,31.71%,64400.0,19.4%,28,4,2025,0,0,18,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64623.26666666667,1008.1078531969879,0.0,0.0
2025-04-29 19:26:37,2025-04-29,61390.0,31.71%,64400.0,19.4%,29,4,2025,0,1,18,2,False,False,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64603.3,1006.3398051590507,0.0,0.0
2025-04-30 19:26:37,2025-04-30,58999.0,34.37%,64400.0,19.4%,30,4,2025,0,2,18,2,False,True,64400.0,64400.0,64400.0,64400.0,64400.0,64999.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64583.333333333336,1004.1580220924469,0.0,0.0
2025-04-30 19:26:37,2025-04-30,59499.0,33.82%,64400.0,19.4%,30,4,2025,0,2,18,2,False,True,64400.0,64400.0,64400.0,64400.0,64400.0,69900.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,64400.0,0.0,0.0,0.0
2025-05-01 19:26:37,2025-05-01,59499.0,33.82%,63999.0,19.9%,1,5,2025,0,3,18,2,True,False,64400.0,64400.0,64400.0,64400.0,64400.0,64400.0,64266.333333333336,231.5174579455585,64342.71428571428,151.56375367752662,64371.357142857145,107.17175800122584,64386.63333333333,73.21224851506454,-401.0,0.5
2025-05-02 19:26:37,2025-05-02,58999.0,34.37%,63999.0,19.9%,2,5,2025,0,4,18,2,False,False,63999.0,64400.0,64400.0,64400.0,64400.0,64400.0,64132.666666666664,231.5174579455748,64285.42857142857,195.667964626837,64342.71428571428,145.61774435593924,64373.26666666667,101.73696080924397,0.0,0.0
2025-05-03 19:26:37,2025-05-03,58999.0,34.37%,63999.0,19.9%,3,5,2025,1,5,18,2,False,False,63999.0,63999.0,64400.0,64400.0,64400.0,64400.0,63999.0,0.0,64228.142857142855,214.34351601437783,64314.07142857143,170.75194076058483,64359.9,122.35655922551638,0.0,0.0
2025-05-04 19:26:37,2025-05-04,62990.0,29.93%,63999.0,19.9%,4,5,2025,1,6,18,2,False,False,63999.0,63999.0,63999.0,64400.0,64400.0,64400.0,63999.0,0.0,64170.857142857145,214.34351601439354,64285.42857142857,187.99169960308598,64346.53333333333,138.64410735782653,0.0,0.0
2025-05-04 19:26:37,2025-05-04,59499.0,33.82%,63999.0,19.9%,4,5,2025,1,6,18,2,False,False,63999.0,63999.0,63999.0,64400.0,64400.0,64400.0,63999.0,0.0,64113.57142857143,195.66796462688868,64256.78571428572,199.39530839456532,64333.166666666664,151.99865773527523,0.0,0.0
2025-05-05 19:26:37,2025-05-05,59499.0,33.82%,63999.0,19.9%,5,5,2025,0,0,19,2,False,False,63999.0,63999.0,63999.0,64400.0,64400.0,64400.0,63999.0,0.0,64056.28571428572,151.56375367763943,64228.142857142855,205.9345889932689,64319.8,163.14207896903156,0.0,0.0
2025-05-06 19:26:37,2025-05-06,61400.0,31.7%,63999.0,19.9%,6,5,2025,0,1,19,2,False,False,63999.0,63999.0,63999.0,64400.0,64400.0,64400.0,63999.0,0.0,63999.0,0.0,64199.5,208.06868318381154,64306.433333333334,172.50340992596554,0.0,0.0
2025-05-07 19:26:37,2025-05-07,59499.0,33.82%,63999.0,19.9%,7,5,2025,0,2,19,2,False,False,63999.0,63999.0,63999.0,63999.0,64400.0,64400.0,63999.0,0.0,63999.0,0.0,64170.857142857145,205.9345889932537,64293.066666666666,180.36035448670324,0.0,0.0
2025-05-08 19:26:37,2025-05-08,59499.0,33.82%,63999.0,19.9%,8,5,2025,0,3,19,2,False,False,63999.0,63999.0,63999.0,63999.0,64400.0,64400.0,63999.0,0.0,63999.0,0.0,64142.21428571428,199.39530839453386,64279.7,186.90273147760144,0.0,0.0
2025-05-09 19:26:37,2025-05-09,61400.0,31.7%,69900.0,12.52%,9,5,2025,0,4,19,2,False,False,63999.0,63999.0,63999.0,63999.0,64400.0,64400.0,65966.0,3406.9439384880043,64842.0,2230.3683552274874,64535.07142857143,1555.1846026599076,64463.03333333333,1043.5022754406775,5901.0,-7.379999999999999
2025-05-10 19:26:37,2025-05-10,61400.0,31.7%,69900.0,12.52%,10,5,2025,1,5,19,2,False,False,69900.0,63999.0,63999.0,63999.0,64400.0,64400.0,67933.0,3406.9439384879897,65685.0,2879.3931652346555,64927.92857142857,2113.0599199439603,64646.36666666667,1439.9031692377434,0.0,0.0
